OBJECTID,FID_TelecomVT,TelecomNod,Mean,Mode,Cluster,Entropy,Median,StDev,IQR,FID_censustractclip_CensusData,censustractclip_GEO_ID,censustractclip_STATE,censustractclip_COUNTY,censustractclip_TRACT,censustractclip_NAME,censustractclip_LSAD,censustractclip_CENSUSAREA,censustractclip_Area,CensusData_OBJECTID,CensusData_Id,CensusData_Id2,CensusData_Geography,CensusData_Estimate__Total,CensusData_Margin_of_Error__Total,CensusData_Median_income__dollars_,CensusData_Mean_income__dollars_,Shape_Length,Shape_Area
221,11,0.000000000000000,-68.599999999999994,0.000000000000000,-1.000000000000000,1.370950594450000,-76.900000000000006,25.290413203400000,34.424999999999997,135,1400000US47157020512,47,157,020512,205.12,Tract,3.517000000000000,102217808.0000000,116,1400000US47157020512,47157020512.000000000000000,"Census Tract 205.12, Shelby County, Tennessee",5069,715,26141,46432,13837.830476481416554,4335726.358397957868874
222,11,0.000000000000000,-68.599999999999994,0.000000000000000,-1.000000000000000,1.370950594450000,-76.900000000000006,25.290413203400000,34.424999999999997,141,1400000US47157020542,47,157,020542,205.42,Tract,1.761000000000000,49040100.0000000,123,1400000US47157020542,47157020542.000000000000000,"Census Tract 205.42, Shelby County, Tennessee",5769,696,26361,33903,27426.370544433448231,47005555.788466304540634
223,11,0.000000000000000,-68.599999999999994,0.000000000000000,-1.000000000000000,1.370950594450000,-76.900000000000006,25.290413203400000,34.424999999999997,142,1400000US47157020621,47,157,020621,206.21,Tract,2.056000000000000,57314276.0000000,125,1400000US47157020621,47157020621.000000000000000,"Census Tract 206.21, Shelby County, Tennessee",7373,665,32492,47004,31049.161906373032252,55987521.240145623683929
224,11,0.000000000000000,-68.599999999999994,0.000000000000000,-1.000000000000000,1.370950594450000,-76.900000000000006,25.290413203400000,34.424999999999997,143,1400000US47157020622,47,157,020622,206.22,Tract,1.953000000000000,54661312.0000000,126,1400000US47157020622,47157020622.000000000000000,"Census Tract 206.22, Shelby County, Tennessee",3919,331,53000,70293,8098.714884779994463,401666.239115526899695
225,11,0.000000000000000,-68.599999999999994,0.000000000000000,-1.000000000000000,1.370950594450000,-76.900000000000006,25.290413203400000,34.424999999999997,150,1400000US47157020651,47,157,020651,206.51,Tract,1.802000000000000,50039660.0000000,134,1400000US47157020651,47157020651.000000000000000,"Census Tract 206.51, Shelby County, Tennessee",7415,718,60679,67822,16046.981708468105353,6086512.783744433894753
226,11,0.000000000000000,-68.599999999999994,0.000000000000000,-1.000000000000000,1.370950594450000,-76.900000000000006,25.290413203400000,34.424999999999997,158,1400000US47157021111,47,157,021111,211.11,Tract,2.630000000000000,73489008.0000000,144,1400000US47157021111,47157021111.000000000000000,"Census Tract 211.11, Shelby County, Tennessee",4131,330,42194,52367,10159.853812923429359,4071384.544978862628341
227,11,0.000000000000000,-68.599999999999994,0.000000000000000,-1.000000000000000,1.370950594450000,-76.900000000000006,25.290413203400000,34.424999999999997,171,1400000US47157021200,47,157,021200,212,Tract,0.879000000000000,24389872.0000000,160,1400000US47157021200,47157021200.000000000000000,"Census Tract 212, Shelby County, Tennessee",3958,235,0,0,8716.963232664422321,3543434.770261331927031
228,11,0.000000000000000,-68.599999999999994,0.000000000000000,-1.000000000000000,1.370950594450000,-76.900000000000006,25.290413203400000,34.424999999999997,219,1400000US47157980400,47,157,980400,9804,Tract,7.040000000000000,196610432.0000000,221,1400000US47157980400,47157980400.000000000000000,"Census Tract 9804, Shelby County, Tennessee",494,137,0,0,3651.189901329501026,677833.163863764493726
229,12,0.000000000000000,-36.116666666699999,4.000000000000000,4.000000000000000,2.251629167390000,-32.950000000000003,26.200718819700000,36.299999999999997,3,1400000US47157020222,47,157,020222,202.22,Tract,13.440000000000000,373894496.0000000,112,1400000US47157020222,47157020222.000000000000000,"Census Tract 202.22, Shelby County, Tennessee",3215,327,52106,57192,78291.732287679973524,276051028.800430953502655
230,12,0.000000000000000,-36.116666666699999,4.000000000000000,4.000000000000000,2.251629167390000,-32.950000000000003,26.200718819700000,36.299999999999997,129,1400000US47157020101,47,157,020101,201.01,Tract,53.273000000000003,1844317312.0000000,108,1400000US47157020101,47157020101.000000000000000,"Census Tract 201.01, Shelby County, Tennessee",4131,699,30479,60872,18801.522474702669570,7912410.031339255161583
231,12,0.000000000000000,-36.116666666699999,4.000000000000000,4.000000000000000,2.251629167390000,-32.950000000000003,26.200718819700000,36.299999999999997,130,1400000US47157020102,47,157,020102,201.02,Tract,28.986999999999998,808781952.0000000,109,1400000US47157020102,47157020102.000000000000000,"Census Tract 201.02, Shelby County, Tennessee",2861,211,61202,78938,93719.347275334235746,426040783.677257299423218
232,12,0.000000000000000,-36.116666666699999,4.000000000000000,4.000000000000000,2.251629167390000,-32.950000000000003,26.200718819700000,36.299999999999997,131,1400000US47157020210,47,157,020210,202.10,Tract,22.494000000000000,629388160.0000000,110,1400000US47157020210,47157020210.000000000000000,"Census Tract 202.10, Shelby County, Tennessee",5677,462,51863,57902,147205.533995289326413,464944080.092026472091675
233,12,0.000000000000000,-36.116666666699999,4.000000000000000,4.000000000000000,2.251629167390000,-32.950000000000003,26.200718819700000,36.299999999999997,132,1400000US47157020221,47,157,020221,202.21,Tract,20.106000000000002,560252800.0000000,111,1400000US47157020221,47157020221.000000000000000,"Census Tract 202.21, Shelby County, Tennessee",2738,262,60046,77378,49565.449993260379415,104420299.445086851716042
234,12,0.000000000000000,-36.116666666699999,4.000000000000000,4.000000000000000,2.251629167390000,-32.950000000000003,26.200718819700000,36.299999999999997,133,1400000US47157020300,47,157,020300,203,Tract,5.964000000000000,166616544.0000000,113,1400000US47157020300,47157020300.000000000000000,"Census Tract 203, Shelby County, Tennessee",5331,432,36795,50421,79396.593972841059440,166616549.224933743476868
235,12,0.000000000000000,-36.116666666699999,4.000000000000000,4.000000000000000,2.251629167390000,-32.950000000000003,26.200718819700000,36.299999999999997,134,1400000US47157020400,47,157,020400,204,Tract,5.087000000000000,142335424.0000000,114,1400000US47157020400,47157020400.000000000000000,"Census Tract 204, Shelby County, Tennessee",1329,173,65000,68163,68186.439157208660617,140722340.102077454328537
236,12,0.000000000000000,-36.116666666699999,4.000000000000000,4.000000000000000,2.251629167390000,-32.950000000000003,26.200718819700000,36.299999999999997,147,1400000US47157020642,47,157,020642,206.42,Tract,9.749000000000001,271967488.0000000,131,1400000US47157020642,47157020642.000000000000000,"Census Tract 206.42, Shelby County, Tennessee",9886,685,103106,109487,24502.411883477681840,5911492.582625636830926
237,12,0.000000000000000,-36.116666666699999,4.000000000000000,4.000000000000000,2.251629167390000,-32.950000000000003,26.200718819700000,36.299999999999997,151,1400000US47157020700,47,157,020700,207,Tract,35.401000000000003,986658368.0000000,136,1400000US47157020700,47157020700.000000000000000,"Census Tract 207, Shelby County, Tennessee",2262,175,66845,80638,67767.810271532187471,187554346.413010388612747
238,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,2,1400000US47157011800,47,157,011800,118,Tract,1.483000000000000,41451196.0000000,107,1400000US47157011800,47157011800.000000000000000,"Census Tract 118, Shelby County, Tennessee",5944,651,37241,48662,29182.093859105654701,41451195.523945957422256
239,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,13,1400000US47157021312,47,157,021312,213.12,Tract,0.532000000000000,14602244.0000000,162,1400000US47157021312,47157021312.000000000000000,"Census Tract 213.12, Shelby County, Tennessee",2155,203,59130,88939,19536.357941234407917,14602244.071365863084793
240,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,15,1400000US47157021420,47,157,021420,214.20,Tract,1.652000000000000,46188892.0000000,173,1400000US47157021420,47157021420.000000000000000,"Census Tract 214.20, Shelby County, Tennessee",3173,205,101200,127014,13040.614998362125334,7292377.437615302391350
241,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,18,1400000US47157021724,47,157,021724,217.24,Tract,0.858000000000000,23743606.0000000,185,1400000US47157021724,47157021724.000000000000000,"Census Tract 217.24, Shelby County, Tennessee",2411,235,44679,56142,7240.946411187907870,2608665.369874548166990
242,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,40,1400000US47157008200,47,157,008200,82,Tract,0.960000000000000,26936146.0000000,68,1400000US47157008200,47157008200.000000000000000,"Census Tract 82, Shelby County, Tennessee",5298,519,22946,32991,16044.650504167697363,15722171.286942921578884
243,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,42,1400000US47157009400,47,157,009400,94,Tract,0.793000000000000,22117984.0000000,77,1400000US47157009400,47157009400.000000000000000,"Census Tract 94, Shelby County, Tennessee",3542,331,52443,65677,24681.567935802795546,22117983.772148385643959
244,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,45,1400000US47157010630,47,157,010630,106.30,Tract,0.695000000000000,19439600.0000000,93,1400000US47157010630,47157010630.000000000000000,"Census Tract 106.30, Shelby County, Tennessee",4315,647,22482,28996,14270.089958993537948,10058115.345965936779976
245,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,58,1400000US47157007300,47,157,007300,73,Tract,0.740000000000000,20719780.0000000,58,1400000US47157007300,47157007300.000000000000000,"Census Tract 73, Shelby County, Tennessee",4920,563,22143,60293,3390.137368991877338,459672.059442861180287
246,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,59,1400000US47157007400,47,157,007400,74,Tract,0.654000000000000,18146462.0000000,59,1400000US47157007400,47157007400.000000000000000,"Census Tract 74, Shelby County, Tennessee",2948,353,42738,55276,11732.124539776061283,8570947.756728414446115
247,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,64,1400000US47157008000,47,157,008000,80,Tract,1.035000000000000,28841808.0000000,65,1400000US47157008000,47157008000.000000000000000,"Census Tract 80, Shelby County, Tennessee",5109,608,26813,37708,15718.068183647130354,13353918.949878731742501
248,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,67,1400000US47157008500,47,157,008500,85,Tract,2.517000000000000,70225128.0000000,69,1400000US47157008500,47157008500.000000000000000,"Census Tract 85, Shelby County, Tennessee",4496,300,112868,176537,32412.781450228318135,51175898.121959231793880
249,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,68,1400000US47157008600,47,157,008600,86,Tract,2.069000000000000,57740728.0000000,70,1400000US47157008600,47157008600.000000000000000,"Census Tract 86, Shelby County, Tennessee",5929,581,80517,101906,970.547241646684597,39439.513138149108272
250,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,72,1400000US47157009200,47,157,009200,92,Tract,2.626000000000000,72872120.0000000,75,1400000US47157009200,47157009200.000000000000000,"Census Tract 92, Shelby County, Tennessee",7595,484,86583,101049,23253.598693354178977,10189719.292710306122899
251,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,73,1400000US47157009300,47,157,009300,93,Tract,1.239000000000000,34470916.0000000,76,1400000US47157009300,47157009300.000000000000000,"Census Tract 93, Shelby County, Tennessee",4174,534,50896,75751,29302.598001540074620,34470914.709754794836044
252,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,75,1400000US47157009500,47,157,009500,95,Tract,2.066000000000000,57613200.0000000,78,1400000US47157009500,47157009500.000000000000000,"Census Tract 95, Shelby County, Tennessee",6234,569,60723,75338,31672.500398177933675,57613201.124666310846806
253,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,76,1400000US47157009600,47,157,009600,96,Tract,2.638000000000000,73481352.0000000,79,1400000US47157009600,47157009600.000000000000000,"Census Tract 96, Shelby County, Tennessee",5155,336,98371,144725,36925.094324562676775,73481353.821545690298080
254,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,77,1400000US47157009700,47,157,009700,97,Tract,0.694000000000000,19138068.0000000,80,1400000US47157009700,47157009700.000000000000000,"Census Tract 97, Shelby County, Tennessee",2787,405,36731,51881,21409.145778126174264,19138068.445680208504200
255,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,85,1400000US47157010500,47,157,010500,105,Tract,1.772000000000000,49498016.0000000,90,1400000US47157010500,47157010500.000000000000000,"Census Tract 105, Shelby County, Tennessee",1686,358,26250,32277,14290.912347759254772,10969123.662812344729900
256,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,86,1400000US47157010610,47,157,010610,106.10,Tract,1.507000000000000,42149428.0000000,91,1400000US47157010610,47157010610.000000000000000,"Census Tract 106.10, Shelby County, Tennessee",6335,828,31534,36306,26885.472303024929715,42149429.677824348211288
257,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,87,1400000US47157010620,47,157,010620,106.20,Tract,0.529000000000000,14832534.0000000,92,1400000US47157010620,47157010620.000000000000000,"Census Tract 106.20, Shelby County, Tennessee",3568,467,27292,32744,9875.177590493400203,4332273.310107870027423
258,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,88,1400000US47157010710,47,157,010710,107.10,Tract,1.520000000000000,42416636.0000000,94,1400000US47157010710,47157010710.000000000000000,"Census Tract 107.10, Shelby County, Tennessee",4905,641,43672,51602,25521.502548838052462,42416636.748606145381927
259,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,89,1400000US47157010720,47,157,010720,107.20,Tract,0.536000000000000,15260899.0000000,95,1400000US47157010720,47157010720.000000000000000,"Census Tract 107.20, Shelby County, Tennessee",3891,433,26694,37653,16799.926874887885788,15260899.723579062148929
260,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,90,1400000US47157010810,47,157,010810,108.10,Tract,0.918000000000000,25567652.0000000,96,1400000US47157010810,47157010810.000000000000000,"Census Tract 108.10, Shelby County, Tennessee",6624,696,31541,46475,15079.956995821386954,9197706.048588102683425
261,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,91,1400000US47157010820,47,157,010820,108.20,Tract,0.869000000000000,24236170.0000000,97,1400000US47157010820,47157010820.000000000000000,"Census Tract 108.20, Shelby County, Tennessee",4240,475,39926,49459,13870.283153811637021,5190788.237365988083184
262,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,172,1400000US47157021311,47,157,021311,213.11,Tract,3.074000000000000,86325048.0000000,161,1400000US47157021311,47157021311.000000000000000,"Census Tract 213.11, Shelby County, Tennessee",4506,415,112432,234813,40421.918669698367012,84717705.777618587017059
263,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,173,1400000US47157021320,47,157,021320,213.20,Tract,2.272000000000000,63980976.0000000,163,1400000US47157021320,47157021320.000000000000000,"Census Tract 213.20, Shelby County, Tennessee",6083,602,66830,109459,35714.243884369607258,63980977.721275985240936
264,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,174,1400000US47157021331,47,157,021331,213.31,Tract,1.903000000000000,52952920.0000000,164,1400000US47157021331,47157021331.000000000000000,"Census Tract 213.31, Shelby County, Tennessee",3099,339,60536,66620,39293.131486575570307,52952918.038382634520531
265,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,175,1400000US47157021333,47,157,021333,213.33,Tract,1.542000000000000,43033024.0000000,165,1400000US47157021333,47157021333.000000000000000,"Census Tract 213.33, Shelby County, Tennessee",4276,443,55795,81717,22133.983679194021533,24059176.026172544807196
266,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,176,1400000US47157021334,47,157,021334,213.34,Tract,1.222000000000000,35212580.0000000,166,1400000US47157021334,47157021334.000000000000000,"Census Tract 213.34, Shelby County, Tennessee",3988,505,39614,55185,9975.600133678684870,4428210.727382869459689
267,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,181,1400000US47157021410,47,157,021410,214.10,Tract,0.991000000000000,27853756.0000000,172,1400000US47157021410,47157021410.000000000000000,"Census Tract 214.10, Shelby County, Tennessee",2757,204,108393,130515,24199.478486419600813,19742900.220428615808487
268,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,182,1400000US47157021430,47,157,021430,214.30,Tract,1.558000000000000,43058260.0000000,174,1400000US47157021430,47157021430.000000000000000,"Census Tract 214.30, Shelby County, Tennessee",4179,312,96284,119954,30030.523577969404869,26177413.893316727131605
269,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,189,1400000US47157021710,47,157,021710,217.10,Tract,0.932000000000000,25942074.0000000,183,1400000US47157021710,47157021710.000000000000000,"Census Tract 217.10, Shelby County, Tennessee",2874,327,28848,38976,27845.053564571120660,25942074.424878876656294
270,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,190,1400000US47157021721,47,157,021721,217.21,Tract,0.748000000000000,20592438.0000000,184,1400000US47157021721,47157021721.000000000000000,"Census Tract 217.21, Shelby County, Tennessee",5191,465,24977,35902,14456.217153743562449,12225452.434334216639400
271,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,191,1400000US47157021725,47,157,021725,217.25,Tract,0.401000000000000,11359518.0000000,186,1400000US47157021725,47157021725.000000000000000,"Census Tract 217.25, Shelby County, Tennessee",4448,482,29924,37001,14557.505428019225292,11359518.791941944509745
272,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,192,1400000US47157021726,47,157,021726,217.26,Tract,0.554000000000000,15414745.0000000,187,1400000US47157021726,47157021726.000000000000000,"Census Tract 217.26, Shelby County, Tennessee",4649,812,27777,33053,8307.897083984362325,525394.671960279229097
273,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,216,1400000US47157980100,47,157,980100,9801,Tract,7.386000000000000,205706064.0000000,218,1400000US47157980100,47157980100.000000000000000,"Census Tract 9801, Shelby County, Tennessee",65,27,0,0,10807.717829798601088,5848696.709970870055258
274,13,0.000000000000000,-58.039999999999999,0.000000000000000,0.000000000000000,1.921928094890000,-58.450000000000003,25.256075176700001,41.899999999999999,219,1400000US47157980400,47,157,980400,9804,Tract,7.040000000000000,196610432.0000000,221,1400000US47157980400,47157980400.000000000000000,"Census Tract 9804, Shelby County, Tennessee",494,137,0,0,11166.991469762931956,5513314.995580044575036
275,14,0.000000000000000,-58.625000000000000,2.000000000000000,-1.000000000000000,2.000000000000000,-57.049999999999997,33.972770959499996,48.649999999999999,18,1400000US47157021724,47,157,021724,217.24,Tract,0.858000000000000,23743606.0000000,185,1400000US47157021724,47157021724.000000000000000,"Census Tract 217.24, Shelby County, Tennessee",2411,235,44679,56142,12165.690259402148513,8535276.384288031607866
276,14,0.000000000000000,-58.625000000000000,2.000000000000000,-1.000000000000000,2.000000000000000,-57.049999999999997,33.972770959499996,48.649999999999999,19,1400000US47157021741,47,157,021741,217.41,Tract,1.523000000000000,42631272.0000000,190,1400000US47157021741,47157021741.000000000000000,"Census Tract 217.41, Shelby County, Tennessee",8795,881,37863,48985,26735.312569722551416,42631271.984333075582981
277,14,0.000000000000000,-58.625000000000000,2.000000000000000,-1.000000000000000,2.000000000000000,-57.049999999999997,33.972770959499996,48.649999999999999,20,1400000US47157021747,47,157,021747,217.47,Tract,0.721000000000000,20144062.0000000,194,1400000US47157021747,47157021747.000000000000000,"Census Tract 217.47, Shelby County, Tennessee",3757,453,50423,58658,16886.253364047381183,14969109.537786858156323
278,14,0.000000000000000,-58.625000000000000,2.000000000000000,-1.000000000000000,2.000000000000000,-57.049999999999997,33.972770959499996,48.649999999999999,21,1400000US47157021754,47,157,021754,217.54,Tract,1.004000000000000,27940574.0000000,198,1400000US47157021754,47157021754.000000000000000,"Census Tract 217.54, Shelby County, Tennessee",4423,381,49353,58147,16917.884969063870813,16735426.969302300363779
279,14,0.000000000000000,-58.625000000000000,2.000000000000000,-1.000000000000000,2.000000000000000,-57.049999999999997,33.972770959499996,48.649999999999999,45,1400000US47157010630,47,157,010630,106.30,Tract,0.695000000000000,19439600.0000000,93,1400000US47157010630,47157010630.000000000000000,"Census Tract 106.30, Shelby County, Tennessee",4315,647,22482,28996,12208.293634471836413,7896567.231364115141332
280,14,0.000000000000000,-58.625000000000000,2.000000000000000,-1.000000000000000,2.000000000000000,-57.049999999999997,33.972770959499996,48.649999999999999,90,1400000US47157010810,47,157,010810,108.10,Tract,0.918000000000000,25567652.0000000,96,1400000US47157010810,47157010810.000000000000000,"Census Tract 108.10, Shelby County, Tennessee",6624,696,31541,46475,17770.278929772455740,16369945.112648529931903
281,14,0.000000000000000,-58.625000000000000,2.000000000000000,-1.000000000000000,2.000000000000000,-57.049999999999997,33.972770959499996,48.649999999999999,91,1400000US47157010820,47,157,010820,108.20,Tract,0.869000000000000,24236170.0000000,97,1400000US47157010820,47157010820.000000000000000,"Census Tract 108.20, Shelby County, Tennessee",4240,475,39926,49459,18950.859554694477993,19045381.273972786962986
282,14,0.000000000000000,-58.625000000000000,2.000000000000000,-1.000000000000000,2.000000000000000,-57.049999999999997,33.972770959499996,48.649999999999999,190,1400000US47157021721,47,157,021721,217.21,Tract,0.748000000000000,20592438.0000000,184,1400000US47157021721,47157021721.000000000000000,"Census Tract 217.21, Shelby County, Tennessee",5191,465,24977,35902,11642.703580156621683,8366986.574262700974941
283,14,0.000000000000000,-58.625000000000000,2.000000000000000,-1.000000000000000,2.000000000000000,-57.049999999999997,33.972770959499996,48.649999999999999,192,1400000US47157021726,47,157,021726,217.26,Tract,0.554000000000000,15414745.0000000,187,1400000US47157021726,47157021726.000000000000000,"Census Tract 217.26, Shelby County, Tennessee",4649,812,27777,33053,15508.132759714779240,14889349.946138007566333
284,14,0.000000000000000,-58.625000000000000,2.000000000000000,-1.000000000000000,2.000000000000000,-57.049999999999997,33.972770959499996,48.649999999999999,193,1400000US47157021731,47,157,021731,217.31,Tract,1.163000000000000,32368352.0000000,188,1400000US47157021731,47157021731.000000000000000,"Census Tract 217.31, Shelby County, Tennessee",2940,346,36375,51052,22631.361425059501926,32368351.264150369912386
285,14,0.000000000000000,-58.625000000000000,2.000000000000000,-1.000000000000000,2.000000000000000,-57.049999999999997,33.972770959499996,48.649999999999999,194,1400000US47157021732,47,157,021732,217.32,Tract,1.231000000000000,34267872.0000000,189,1400000US47157021732,47157021732.000000000000000,"Census Tract 217.32, Shelby County, Tennessee",6229,653,28421,41782,23537.684900899923377,34267873.523787856101990
286,14,0.000000000000000,-58.625000000000000,2.000000000000000,-1.000000000000000,2.000000000000000,-57.049999999999997,33.972770959499996,48.649999999999999,197,1400000US47157021746,47,157,021746,217.46,Tract,1.049000000000000,29352432.0000000,193,1400000US47157021746,47157021746.000000000000000,"Census Tract 217.46, Shelby County, Tennessee",4730,483,39901,51044,21286.843262952457735,14750398.815488385036588
287,14,0.000000000000000,-58.625000000000000,2.000000000000000,-1.000000000000000,2.000000000000000,-57.049999999999997,33.972770959499996,48.649999999999999,200,1400000US47157021753,47,157,021753,217.53,Tract,0.785000000000000,22288594.0000000,197,1400000US47157021753,47157021753.000000000000000,"Census Tract 217.53, Shelby County, Tennessee",3157,515,67054,69681,14352.693718047183211,12397102.525096457451582
288,14,0.000000000000000,-58.625000000000000,2.000000000000000,-1.000000000000000,2.000000000000000,-57.049999999999997,33.972770959499996,48.649999999999999,215,1400000US47157022600,47,157,022600,226,Tract,15.571000000000000,435961248.0000000,216,1400000US47157022600,47157022600.000000000000000,"Census Tract 226, Shelby County, Tennessee",4296,560,36589,50650,74620.513149595630239,216964495.069257497787476
289,15,0.000000000000000,-50.287500000000001,0.000000000000000,0.000000000000000,2.250000000000000,-44.750000000000000,27.335086688800001,32.600000000000001,6,1400000US47157020610,47,157,020610,206.10,Tract,2.955000000000000,82564896.0000000,124,1400000US47157020610,47157020610.000000000000000,"Census Tract 206.10, Shelby County, Tennessee",3759,398,39934,51836,15295.451307814739266,9512015.971375532448292
290,15,0.000000000000000,-50.287500000000001,0.000000000000000,0.000000000000000,2.250000000000000,-44.750000000000000,27.335086688800001,32.600000000000001,7,1400000US47157020633,47,157,020633,206.33,Tract,1.771000000000000,49608564.0000000,128,1400000US47157020633,47157020633.000000000000000,"Census Tract 206.33, Shelby County, Tennessee",3208,222,76771,103089,35657.608139423318789,49608564.096164308488369
291,15,0.000000000000000,-50.287500000000001,0.000000000000000,0.000000000000000,2.250000000000000,-44.750000000000000,27.335086688800001,32.600000000000001,8,1400000US47157020652,47,157,020652,206.52,Tract,1.248000000000000,34937596.0000000,135,1400000US47157020652,47157020652.000000000000000,"Census Tract 206.52, Shelby County, Tennessee",4985,435,63495,67824,23303.451300969110889,29845228.661438602954149
292,15,0.000000000000000,-50.287500000000001,0.000000000000000,0.000000000000000,2.250000000000000,-44.750000000000000,27.335086688800001,32.600000000000001,10,1400000US47157021112,47,157,021112,211.12,Tract,2.086000000000000,58110844.0000000,145,1400000US47157021112,47157021112.000000000000000,"Census Tract 211.12, Shelby County, Tennessee",6377,760,51702,52141,32528.434177590275795,58110843.507432229816914
293,15,0.000000000000000,-50.287500000000001,0.000000000000000,0.000000000000000,2.250000000000000,-44.750000000000000,27.335086688800001,32.600000000000001,11,1400000US47157021135,47,157,021135,211.35,Tract,1.653000000000000,45582512.0000000,152,1400000US47157021135,47157021135.000000000000000,"Census Tract 211.35, Shelby County, Tennessee",7593,1051,52561,62310,3584.471704785987185,460499.886937115399633
