OBJECTID,FID_PowerDemandVT,PowerNodes,Mean,Mode,Cluster,Entropy,Median,StDev,IQR,FID_censustractclip_CensusData,censustractclip_GEO_ID,censustractclip_STATE,censustractclip_COUNTY,censustractclip_TRACT,censustractclip_NAME,censustractclip_LSAD,censustractclip_CENSUSAREA,censustractclip_Area,CensusData_OBJECTID,CensusData_Id,CensusData_Id2,CensusData_Geography,CensusData_Estimate__Total,CensusData_Margin_of_Error__Total,CensusData_Median_income__dollars_,CensusData_Mean_income__dollars_,Shape_Length,Shape_Area
277,25,0,24409.2857143,2,3.000000000000000,2,21729,6793,10903,107,1400000US47157002900,47,157,002900,29,Tract,1.587000000000000,44236072.0000000,24,1400000US47157002900,47157002900.000000000000000,"Census Tract 29, Shelby County, Tennessee",4830,401,67321,118699,24411.946976628292759,25508003.464431717991829
278,25,0,24409.2857143,2,3.000000000000000,2,21729,6793,10903,108,1400000US47157003000,47,157,003000,30,Tract,0.777000000000000,21617776.0000000,25,1400000US47157003000,47157003000.000000000000000,"Census Tract 30, Shelby County, Tennessee",3493,398,26271,48152,566.700765278343511,13058.664258881588466
279,26,0,23905.1666667,1,1.000000000000000,2,20076,16113,5599,45,1400000US47157010630,47,157,010630,106.30,Tract,0.695000000000000,19439600.0000000,93,1400000US47157010630,47157010630.000000000000000,"Census Tract 106.30, Shelby County, Tennessee",4315,647,22482,28996,18223.962525434068084,19439600.048211198300123
280,26,0,23905.1666667,1,1.000000000000000,2,20076,16113,5599,85,1400000US47157010500,47,157,010500,105,Tract,1.772000000000000,49498016.0000000,90,1400000US47157010500,47157010500.000000000000000,"Census Tract 105, Shelby County, Tennessee",1686,358,26250,32277,15619.132980641652466,11202305.165766013786197
281,26,0,23905.1666667,1,1.000000000000000,2,20076,16113,5599,86,1400000US47157010610,47,157,010610,106.10,Tract,1.507000000000000,42149428.0000000,91,1400000US47157010610,47157010610.000000000000000,"Census Tract 106.10, Shelby County, Tennessee",6335,828,31534,36306,20957.547134433378233,16901179.196602661162615
282,26,0,23905.1666667,1,1.000000000000000,2,20076,16113,5599,87,1400000US47157010620,47,157,010620,106.20,Tract,0.529000000000000,14832534.0000000,92,1400000US47157010620,47157010620.000000000000000,"Census Tract 106.20, Shelby County, Tennessee",3568,467,27292,32744,16637.189369470877864,14832534.453451391309500
283,26,0,23905.1666667,1,1.000000000000000,2,20076,16113,5599,88,1400000US47157010710,47,157,010710,107.10,Tract,1.520000000000000,42416636.0000000,94,1400000US47157010710,47157010710.000000000000000,"Census Tract 107.10, Shelby County, Tennessee",4905,641,43672,51602,18087.421846201294102,22019449.181988034397364
284,26,0,23905.1666667,1,1.000000000000000,2,20076,16113,5599,90,1400000US47157010810,47,157,010810,108.10,Tract,0.918000000000000,25567652.0000000,96,1400000US47157010810,47157010810.000000000000000,"Census Tract 108.10, Shelby County, Tennessee",6624,696,31541,46475,16570.017211393966136,16582381.554873520508409
285,26,0,23905.1666667,1,1.000000000000000,2,20076,16113,5599,92,1400000US47157011020,47,157,011020,110.20,Tract,1.845000000000000,51733016.0000000,99,1400000US47157011020,47157011020.000000000000000,"Census Tract 110.20, Shelby County, Tennessee",1257,189,29405,40483,17981.067263762321090,19327427.800286512821913
286,26,0,23905.1666667,1,1.000000000000000,2,20076,16113,5599,215,1400000US47157022600,47,157,022600,226,Tract,15.571000000000000,435961248.0000000,216,1400000US47157022600,47157022600.000000000000000,"Census Tract 226, Shelby County, Tennessee",4296,560,36589,50650,37293.751830984576372,78472830.648425310850143
287,27,0,27542.5555556,4,4.000000000000000,2,27513,16709,22097,3,1400000US47157020222,47,157,020222,202.22,Tract,13.440000000000000,373894496.0000000,112,1400000US47157020222,47157020222.000000000000000,"Census Tract 202.22, Shelby County, Tennessee",3215,327,52106,57192,23822.789292413086514,13395591.734705071896315
288,27,0,27542.5555556,4,4.000000000000000,2,27513,16709,22097,5,1400000US47157020523,47,157,020523,205.23,Tract,0.966000000000000,27101464.0000000,118,1400000US47157020523,47157020523.000000000000000,"Census Tract 205.23, Shelby County, Tennessee",3297,488,27574,35394,12011.187486609382177,7772961.679279758594930
289,27,0,27542.5555556,4,4.000000000000000,2,27513,16709,22097,6,1400000US47157020610,47,157,020610,206.10,Tract,2.955000000000000,82564896.0000000,124,1400000US47157020610,47157020610.000000000000000,"Census Tract 206.10, Shelby County, Tennessee",3759,398,39934,51836,7577.385730899923146,2036154.414787100860849
290,27,0,27542.5555556,4,4.000000000000000,2,27513,16709,22097,8,1400000US47157020652,47,157,020652,206.52,Tract,1.248000000000000,34937596.0000000,135,1400000US47157020652,47157020652.000000000000000,"Census Tract 206.52, Shelby County, Tennessee",4985,435,63495,67824,6049.024822459013194,1239712.724952737102285
291,27,0,27542.5555556,4,4.000000000000000,2,27513,16709,22097,70,1400000US47157008900,47,157,008900,89,Tract,2.269000000000000,66325472.0000000,73,1400000US47157008900,47157008900.000000000000000,"Census Tract 89, Shelby County, Tennessee",4514,629,25864,29259,17424.613039241299703,7892684.730751017108560
292,27,0,27542.5555556,4,4.000000000000000,2,27513,16709,22097,135,1400000US47157020512,47,157,020512,205.12,Tract,3.517000000000000,102217808.0000000,116,1400000US47157020512,47157020512.000000000000000,"Census Tract 205.12, Shelby County, Tennessee",5069,715,26141,46432,18626.891088717678940,14541761.679434420540929
293,27,0,27542.5555556,4,4.000000000000000,2,27513,16709,22097,137,1400000US47157020524,47,157,020524,205.24,Tract,1.787000000000000,49974500.0000000,119,1400000US47157020524,47157020524.000000000000000,"Census Tract 205.24, Shelby County, Tennessee",4587,396,35022,46696,16337.882144879622501,13688904.083775600418448
294,27,0,27542.5555556,4,4.000000000000000,2,27513,16709,22097,138,1400000US47157020531,47,157,020531,205.31,Tract,6.771000000000000,189637872.0000000,120,1400000US47157020531,47157020531.000000000000000,"Census Tract 205.31, Shelby County, Tennessee",5785,560,43393,50709,58000.320845496236871,161162076.692088365554810
295,27,0,27542.5555556,4,4.000000000000000,2,27513,16709,22097,139,1400000US47157020532,47,157,020532,205.32,Tract,3.014000000000000,85482384.0000000,121,1400000US47157020532,47157020532.000000000000000,"Census Tract 205.32, Shelby County, Tennessee",5534,597,41604,48055,41069.381715857889503,85482385.264494210481644
296,27,0,27542.5555556,4,4.000000000000000,2,27513,16709,22097,140,1400000US47157020541,47,157,020541,205.41,Tract,1.771000000000000,49432104.0000000,122,1400000US47157020541,47157020541.000000000000000,"Census Tract 205.41, Shelby County, Tennessee",6001,582,54951,66706,29976.969836042604584,49432104.005734711885452
297,27,0,27542.5555556,4,4.000000000000000,2,27513,16709,22097,141,1400000US47157020542,47,157,020542,205.42,Tract,1.761000000000000,49040100.0000000,123,1400000US47157020542,47157020542.000000000000000,"Census Tract 205.42, Shelby County, Tennessee",5769,696,26361,33903,27365.558421895562788,48846109.042454600334167
298,27,0,27542.5555556,4,4.000000000000000,2,27513,16709,22097,142,1400000US47157020621,47,157,020621,206.21,Tract,2.056000000000000,57314276.0000000,125,1400000US47157020621,47157020621.000000000000000,"Census Tract 206.21, Shelby County, Tennessee",7373,665,32492,47004,18747.142805601590226,15256102.643033929169178
299,27,0,27542.5555556,4,4.000000000000000,2,27513,16709,22097,147,1400000US47157020642,47,157,020642,206.42,Tract,9.749000000000001,271967488.0000000,131,1400000US47157020642,47157020642.000000000000000,"Census Tract 206.42, Shelby County, Tennessee",9886,685,103106,109487,42888.664047261641826,74956184.223385185003281
300,27,0,27542.5555556,4,4.000000000000000,2,27513,16709,22097,148,1400000US47157020643,47,157,020643,206.43,Tract,2.904000000000000,81423192.0000000,132,1400000US47157020643,47157020643.000000000000000,"Census Tract 206.43, Shelby County, Tennessee",8424,446,91786,101567,37081.368982284337108,68712592.124446421861649
301,27,0,27542.5555556,4,4.000000000000000,2,27513,16709,22097,149,1400000US47157020644,47,157,020644,206.44,Tract,4.247000000000000,119602968.0000000,133,1400000US47157020644,47157020644.000000000000000,"Census Tract 206.44, Shelby County, Tennessee",8639,858,63315,76471,65306.929995372891426,119602964.304074913263321
302,27,0,27542.5555556,4,4.000000000000000,2,27513,16709,22097,150,1400000US47157020651,47,157,020651,206.51,Tract,1.802000000000000,50039660.0000000,134,1400000US47157020651,47157020651.000000000000000,"Census Tract 206.51, Shelby County, Tennessee",7415,718,60679,67822,27568.881132505488495,38969457.561455838382244
303,27,0,27542.5555556,4,4.000000000000000,2,27513,16709,22097,151,1400000US47157020700,47,157,020700,207,Tract,35.401000000000003,986658368.0000000,136,1400000US47157020700,47157020700.000000000000000,"Census Tract 207, Shelby County, Tennessee",2262,175,66845,80638,11188.409506305732066,1706899.510227805236354
304,28,0,26608.2857143,4,1.000000000000000,2,19159,21430,40663,3,1400000US47157020222,47,157,020222,202.22,Tract,13.440000000000000,373894496.0000000,112,1400000US47157020222,47157020222.000000000000000,"Census Tract 202.22, Shelby County, Tennessee",3215,327,52106,57192,76878.381376429737429,263856821.446509897708893
305,28,0,26608.2857143,4,1.000000000000000,2,19159,21430,40663,130,1400000US47157020102,47,157,020102,201.02,Tract,28.986999999999998,808781952.0000000,109,1400000US47157020102,47157020102.000000000000000,"Census Tract 201.02, Shelby County, Tennessee",2861,211,61202,78938,85042.401418024470331,317724510.137180864810944
306,28,0,26608.2857143,4,1.000000000000000,2,19159,21430,40663,131,1400000US47157020210,47,157,020210,202.10,Tract,22.494000000000000,629388160.0000000,110,1400000US47157020210,47157020210.000000000000000,"Census Tract 202.10, Shelby County, Tennessee",5677,462,51863,57902,172105.174632792914053,629388137.052423477172852
307,28,0,26608.2857143,4,1.000000000000000,2,19159,21430,40663,132,1400000US47157020221,47,157,020221,202.21,Tract,20.106000000000002,560252800.0000000,111,1400000US47157020221,47157020221.000000000000000,"Census Tract 202.21, Shelby County, Tennessee",2738,262,60046,77378,45949.979359462828143,75761013.838008612394333
308,28,0,26608.2857143,4,1.000000000000000,2,19159,21430,40663,133,1400000US47157020300,47,157,020300,203,Tract,5.964000000000000,166616544.0000000,113,1400000US47157020300,47157020300.000000000000000,"Census Tract 203, Shelby County, Tennessee",5331,432,36795,50421,79396.593972841059440,166616549.224933743476868
309,28,0,26608.2857143,4,1.000000000000000,2,19159,21430,40663,134,1400000US47157020400,47,157,020400,204,Tract,5.087000000000000,142335424.0000000,114,1400000US47157020400,47157020400.000000000000000,"Census Tract 204, Shelby County, Tennessee",1329,173,65000,68163,69107.124439243634697,142335430.083629727363586
310,28,0,26608.2857143,4,1.000000000000000,2,19159,21430,40663,147,1400000US47157020642,47,157,020642,206.42,Tract,9.749000000000001,271967488.0000000,131,1400000US47157020642,47157020642.000000000000000,"Census Tract 206.42, Shelby County, Tennessee",9886,685,103106,109487,19125.004651671719330,4426308.990969164296985
311,28,0,26608.2857143,4,1.000000000000000,2,19159,21430,40663,151,1400000US47157020700,47,157,020700,207,Tract,35.401000000000003,986658368.0000000,136,1400000US47157020700,47157020700.000000000000000,"Census Tract 207, Shelby County, Tennessee",2262,175,66845,80638,145984.434784260898596,934122357.545174598693848
312,28,0,26608.2857143,4,1.000000000000000,2,19159,21430,40663,152,1400000US47157020810,47,157,020810,208.10,Tract,43.664999999999999,1217365760.0000000,137,1400000US47157020810,47157020810.000000000000000,"Census Tract 208.10, Shelby County, Tennessee",3052,249,78533,108182,105060.930434942973079,307369065.210882663726807
313,29,0,31572.1666667,4,4.000000000000000,2,26382,18693,33446,18,1400000US47157021724,47,157,021724,217.24,Tract,0.858000000000000,23743606.0000000,185,1400000US47157021724,47157021724.000000000000000,"Census Tract 217.24, Shelby County, Tennessee",2411,235,44679,56142,14621.874523307056734,10764800.957067582756281
314,29,0,31572.1666667,4,4.000000000000000,2,26382,18693,33446,19,1400000US47157021741,47,157,021741,217.41,Tract,1.523000000000000,42631272.0000000,190,1400000US47157021741,47157021741.000000000000000,"Census Tract 217.41, Shelby County, Tennessee",8795,881,37863,48985,26735.312569722551416,42631271.984333075582981
315,29,0,31572.1666667,4,4.000000000000000,2,26382,18693,33446,20,1400000US47157021747,47,157,021747,217.47,Tract,0.721000000000000,20144062.0000000,194,1400000US47157021747,47157021747.000000000000000,"Census Tract 217.47, Shelby County, Tennessee",3757,453,50423,58658,16886.253364047381183,14969109.537786858156323
316,29,0,31572.1666667,4,4.000000000000000,2,26382,18693,33446,21,1400000US47157021754,47,157,021754,217.54,Tract,1.004000000000000,27940574.0000000,198,1400000US47157021754,47157021754.000000000000000,"Census Tract 217.54, Shelby County, Tennessee",4423,381,49353,58147,16917.884969063870813,16735426.969302300363779
317,29,0,31572.1666667,4,4.000000000000000,2,26382,18693,33446,88,1400000US47157010710,47,157,010710,107.10,Tract,1.520000000000000,42416636.0000000,94,1400000US47157010710,47157010710.000000000000000,"Census Tract 107.10, Shelby County, Tennessee",4905,641,43672,51602,9978.641125869506141,4763664.472943099215627
318,29,0,31572.1666667,4,4.000000000000000,2,26382,18693,33446,89,1400000US47157010720,47,157,010720,107.20,Tract,0.536000000000000,15260899.0000000,95,1400000US47157010720,47157010720.000000000000000,"Census Tract 107.20, Shelby County, Tennessee",3891,433,26694,37653,13254.825368881509348,10833042.359428660944104
319,29,0,31572.1666667,4,4.000000000000000,2,26382,18693,33446,90,1400000US47157010810,47,157,010810,108.10,Tract,0.918000000000000,25567652.0000000,96,1400000US47157010810,47157010810.000000000000000,"Census Tract 108.10, Shelby County, Tennessee",6624,696,31541,46475,12718.229475979644121,8985269.839464094489813
320,29,0,31572.1666667,4,4.000000000000000,2,26382,18693,33446,91,1400000US47157010820,47,157,010820,108.20,Tract,0.869000000000000,24236170.0000000,97,1400000US47157010820,47157010820.000000000000000,"Census Tract 108.20, Shelby County, Tennessee",4240,475,39926,49459,20837.200706558407546,24236169.554889515042305
321,29,0,31572.1666667,4,4.000000000000000,2,26382,18693,33446,174,1400000US47157021331,47,157,021331,213.31,Tract,1.903000000000000,52952920.0000000,164,1400000US47157021331,47157021331.000000000000000,"Census Tract 213.31, Shelby County, Tennessee",3099,339,60536,66620,6443.794591982827114,565742.946172884665430
322,29,0,31572.1666667,4,4.000000000000000,2,26382,18693,33446,189,1400000US47157021710,47,157,021710,217.10,Tract,0.932000000000000,25942074.0000000,183,1400000US47157021710,47157021710.000000000000000,"Census Tract 217.10, Shelby County, Tennessee",2874,327,28848,38976,13816.361392115153649,11140214.798637723550200
323,29,0,31572.1666667,4,4.000000000000000,2,26382,18693,33446,190,1400000US47157021721,47,157,021721,217.21,Tract,0.748000000000000,20592438.0000000,184,1400000US47157021721,47157021721.000000000000000,"Census Tract 217.21, Shelby County, Tennessee",5191,465,24977,35902,19644.251698388055956,19201868.880758352577686
324,29,0,31572.1666667,4,4.000000000000000,2,26382,18693,33446,191,1400000US47157021725,47,157,021725,217.25,Tract,0.401000000000000,11359518.0000000,186,1400000US47157021725,47157021725.000000000000000,"Census Tract 217.25, Shelby County, Tennessee",4448,482,29924,37001,14230.513311970300492,11246611.231658097356558
325,29,0,31572.1666667,4,4.000000000000000,2,26382,18693,33446,192,1400000US47157021726,47,157,021726,217.26,Tract,0.554000000000000,15414745.0000000,187,1400000US47157021726,47157021726.000000000000000,"Census Tract 217.26, Shelby County, Tennessee",4649,812,27777,33053,15749.663203449956200,15414744.523948125541210
326,29,0,31572.1666667,4,4.000000000000000,2,26382,18693,33446,193,1400000US47157021731,47,157,021731,217.31,Tract,1.163000000000000,32368352.0000000,188,1400000US47157021731,47157021731.000000000000000,"Census Tract 217.31, Shelby County, Tennessee",2940,346,36375,51052,22631.361425059501926,32368351.264150369912386
327,29,0,31572.1666667,4,4.000000000000000,2,26382,18693,33446,194,1400000US47157021732,47,157,021732,217.32,Tract,1.231000000000000,34267872.0000000,189,1400000US47157021732,47157021732.000000000000000,"Census Tract 217.32, Shelby County, Tennessee",6229,653,28421,41782,23537.684900899923377,34267873.523787856101990
328,29,0,31572.1666667,4,4.000000000000000,2,26382,18693,33446,197,1400000US47157021746,47,157,021746,217.46,Tract,1.049000000000000,29352432.0000000,193,1400000US47157021746,47157021746.000000000000000,"Census Tract 217.46, Shelby County, Tennessee",4730,483,39901,51044,21286.843262952457735,14750398.815488385036588
329,29,0,31572.1666667,4,4.000000000000000,2,26382,18693,33446,200,1400000US47157021753,47,157,021753,217.53,Tract,0.785000000000000,22288594.0000000,197,1400000US47157021753,47157021753.000000000000000,"Census Tract 217.53, Shelby County, Tennessee",3157,515,67054,69681,14352.693718047183211,12397102.525096457451582
330,29,0,31572.1666667,4,4.000000000000000,2,26382,18693,33446,215,1400000US47157022600,47,157,022600,226,Tract,15.571000000000000,435961248.0000000,216,1400000US47157022600,47157022600.000000000000000,"Census Tract 226, Shelby County, Tennessee",4296,560,36589,50650,66793.465329374055727,185481652.852737933397293
331,30,0,28260.5714286,2,2.000000000000000,2,21729,13161,11770,42,1400000US47157009400,47,157,009400,94,Tract,0.793000000000000,22117984.0000000,77,1400000US47157009400,47157009400.000000000000000,"Census Tract 94, Shelby County, Tennessee",3542,331,52443,65677,22175.385430162466946,17514954.006411116570234
332,30,0,28260.5714286,2,2.000000000000000,2,21729,13161,11770,67,1400000US47157008500,47,157,008500,85,Tract,2.517000000000000,70225128.0000000,69,1400000US47157008500,47157008500.000000000000000,"Census Tract 85, Shelby County, Tennessee",4496,300,112868,176537,397.697224340980483,4187.236934691078204
333,30,0,28260.5714286,2,2.000000000000000,2,21729,13161,11770,73,1400000US47157009300,47,157,009300,93,Tract,1.239000000000000,34470916.0000000,76,1400000US47157009300,47157009300.000000000000000,"Census Tract 93, Shelby County, Tennessee",4174,534,50896,75751,4672.682442103840003,414602.499274420551956
334,30,0,28260.5714286,2,2.000000000000000,2,21729,13161,11770,75,1400000US47157009500,47,157,009500,95,Tract,2.066000000000000,57613200.0000000,78,1400000US47157009500,47157009500.000000000000000,"Census Tract 95, Shelby County, Tennessee",6234,569,60723,75338,31672.500398177933675,57613201.124666310846806
335,30,0,28260.5714286,2,2.000000000000000,2,21729,13161,11770,76,1400000US47157009600,47,157,009600,96,Tract,2.638000000000000,73481352.0000000,79,1400000US47157009600,47157009600.000000000000000,"Census Tract 96, Shelby County, Tennessee",5155,336,98371,144725,21468.275169916298182,19088043.676136072725058
336,30,0,28260.5714286,2,2.000000000000000,2,21729,13161,11770,77,1400000US47157009700,47,157,009700,97,Tract,0.694000000000000,19138068.0000000,80,1400000US47157009700,47157009700.000000000000000,"Census Tract 97, Shelby County, Tennessee",2787,405,36731,51881,5322.412131245836463,1515968.678075567353517
337,30,0,28260.5714286,2,2.000000000000000,2,21729,13161,11770,88,1400000US47157010710,47,157,010710,107.10,Tract,1.520000000000000,42416636.0000000,94,1400000US47157010710,47157010710.000000000000000,"Census Tract 107.10, Shelby County, Tennessee",4905,641,43672,51602,12749.936547640591016,10091308.250759636983275
338,30,0,28260.5714286,2,2.000000000000000,2,21729,13161,11770,89,1400000US47157010720,47,157,010720,107.20,Tract,0.536000000000000,15260899.0000000,95,1400000US47157010720,47157010720.000000000000000,"Census Tract 107.20, Shelby County, Tennessee",3891,433,26694,37653,9416.318013408303159,4427857.344845655374229
339,30,0,28260.5714286,2,2.000000000000000,2,21729,13161,11770,172,1400000US47157021311,47,157,021311,213.11,Tract,3.074000000000000,86325048.0000000,161,1400000US47157021311,47157021311.000000000000000,"Census Tract 213.11, Shelby County, Tennessee",4506,415,112432,234813,18481.872695337409823,19398825.415212467312813
340,30,0,28260.5714286,2,2.000000000000000,2,21729,13161,11770,173,1400000US47157021320,47,157,021320,213.20,Tract,2.272000000000000,63980976.0000000,163,1400000US47157021320,47157021320.000000000000000,"Census Tract 213.20, Shelby County, Tennessee",6083,602,66830,109459,24648.198162885804777,32286338.894592672586441
341,30,0,28260.5714286,2,2.000000000000000,2,21729,13161,11770,174,1400000US47157021331,47,157,021331,213.31,Tract,1.903000000000000,52952920.0000000,164,1400000US47157021331,47157021331.000000000000000,"Census Tract 213.31, Shelby County, Tennessee",3099,339,60536,66620,32316.085618698351027,37111970.978932552039623
342,30,0,28260.5714286,2,2.000000000000000,2,21729,13161,11770,189,1400000US47157021710,47,157,021710,217.10,Tract,0.932000000000000,25942074.0000000,183,1400000US47157021710,47157021710.000000000000000,"Census Tract 217.10, Shelby County, Tennessee",2874,327,28848,38976,20661.965570507865777,14801859.638468613848090
343,30,0,28260.5714286,2,2.000000000000000,2,21729,13161,11770,190,1400000US47157021721,47,157,021721,217.21,Tract,0.748000000000000,20592438.0000000,184,1400000US47157021721,47157021721.000000000000000,"Census Tract 217.21, Shelby County, Tennessee",5191,465,24977,35902,5565.926354074425944,1390570.072729311883450
344,30,0,28260.5714286,2,2.000000000000000,2,21729,13161,11770,191,1400000US47157021725,47,157,021725,217.25,Tract,0.401000000000000,11359518.0000000,186,1400000US47157021725,47157021725.000000000000000,"Census Tract 217.25, Shelby County, Tennessee",4448,482,29924,37001,1101.870930989385442,50721.379020176638733
345,31,0,28384.5,3,-1.000000000000000,1,29595,5911,8610,42,1400000US47157009400,47,157,009400,94,Tract,0.793000000000000,22117984.0000000,77,1400000US47157009400,47157009400.000000000000000,"Census Tract 94, Shelby County, Tennessee",3542,331,52443,65677,1444.631408324450149,51664.552570098618162
346,31,0,28384.5,3,-1.000000000000000,1,29595,5911,8610,43,1400000US47157009800,47,157,009800,98,Tract,1.390000000000000,38571056.0000000,81,1400000US47157009800,47157009800.000000000000000,"Census Tract 98, Shelby County, Tennessee",3634,271,36725,46103,15909.958302162984182,14537155.844681810587645
347,31,0,28384.5,3,-1.000000000000000,1,29595,5911,8610,67,1400000US47157008500,47,157,008500,85,Tract,2.517000000000000,70225128.0000000,69,1400000US47157008500,47157008500.000000000000000,"Census Tract 85, Shelby County, Tennessee",4496,300,112868,176537,15174.473175175771757,8980282.936258373782039
348,31,0,28384.5,3,-1.000000000000000,1,29595,5911,8610,68,1400000US47157008600,47,157,008600,86,Tract,2.069000000000000,57740728.0000000,70,1400000US47157008600,47157008600.000000000000000,"Census Tract 86, Shelby County, Tennessee",5929,581,80517,101906,15859.649393347966907,9277871.792112797498703
349,31,0,28384.5,3,-1.000000000000000,1,29595,5911,8610,72,1400000US47157009200,47,157,009200,92,Tract,2.626000000000000,72872120.0000000,75,1400000US47157009200,47157009200.000000000000000,"Census Tract 92, Shelby County, Tennessee",7595,484,86583,101049,38198.621573293770780,72331273.835136368870735
350,31,0,28384.5,3,-1.000000000000000,1,29595,5911,8610,76,1400000US47157009600,47,157,009600,96,Tract,2.638000000000000,73481352.0000000,79,1400000US47157009600,47157009600.000000000000000,"Census Tract 96, Shelby County, Tennessee",5155,336,98371,144725,31356.389321986505820,54393310.268259122967720
351,31,0,28384.5,3,-1.000000000000000,1,29595,5911,8610,171,1400000US47157021200,47,157,021200,212,Tract,0.879000000000000,24389872.0000000,160,1400000US47157021200,47157021200.000000000000000,"Census Tract 212, Shelby County, Tennessee",3958,235,0,0,16204.942514195374315,7514564.022212596610188
352,31,0,28384.5,3,-1.000000000000000,1,29595,5911,8610,172,1400000US47157021311,47,157,021311,213.11,Tract,3.074000000000000,86325048.0000000,161,1400000US47157021311,47157021311.000000000000000,"Census Tract 213.11, Shelby County, Tennessee",4506,415,112432,234813,28168.354088031104766,48950210.663097612559795
353,31,0,28384.5,3,-1.000000000000000,1,29595,5911,8610,219,1400000US47157980400,47,157,980400,9804,Tract,7.040000000000000,196610432.0000000,221,1400000US47157980400,47157980400.000000000000000,"Census Tract 9804, Shelby County, Tennessee",494,137,0,0,43764.519708481428097,102854993.355320930480957
354,32,0,33500.4,3,-1.000000000000000,2,34469,12492,13961,6,1400000US47157020610,47,157,020610,206.10,Tract,2.955000000000000,82564896.0000000,124,1400000US47157020610,47157020610.000000000000000,"Census Tract 206.10, Shelby County, Tennessee",3759,398,39934,51836,37018.553966689512890,79263156.004234924912453
355,32,0,33500.4,3,-1.000000000000000,2,34469,12492,13961,8,1400000US47157020652,47,157,020652,206.52,Tract,1.248000000000000,34937596.0000000,135,1400000US47157020652,47157020652.000000000000000,"Census Tract 206.52, Shelby County, Tennessee",4985,435,63495,67824,23198.110532632170361,31159621.199929587543011
356,32,0,33500.4,3,-1.000000000000000,2,34469,12492,13961,43,1400000US47157009800,47,157,009800,98,Tract,1.390000000000000,38571056.0000000,81,1400000US47157009800,47157009800.000000000000000,"Census Tract 98, Shelby County, Tennessee",3634,271,36725,46103,17974.551228571941465,15137047.298823194578290
357,32,0,33500.4,3,-1.000000000000000,2,34469,12492,13961,71,1400000US47157009100,47,157,009100,91,Tract,1.152000000000000,32118660.0000000,74,1400000US47157009100,47157009100.000000000000000,"Census Tract 91, Shelby County, Tennessee",2907,378,30225,37457,6428.998331943188532,1544331.747697568964213
358,32,0,33500.4,3,-1.000000000000000,2,34469,12492,13961,72,1400000US47157009200,47,157,009200,92,Tract,2.626000000000000,72872120.0000000,75,1400000US47157009200,47157009200.000000000000000,"Census Tract 92, Shelby County, Tennessee",7595,484,86583,101049,3531.060330701352541,540845.398277607047930
359,32,0,33500.4,3,-1.000000000000000,2,34469,12492,13961,141,1400000US47157020542,47,157,020542,205.42,Tract,1.761000000000000,49040100.0000000,123,1400000US47157020542,47157020542.000000000000000,"Census Tract 205.42, Shelby County, Tennessee",5769,696,26361,33903,1754.015194388314967,98374.997515070688678
360,32,0,33500.4,3,-1.000000000000000,2,34469,12492,13961,142,1400000US47157020621,47,157,020621,206.21,Tract,2.056000000000000,57314276.0000000,125,1400000US47157020621,47157020621.000000000000000,"Census Tract 206.21, Shelby County, Tennessee",7373,665,32492,47004,29127.282413713295682,42058174.223497033119202
361,32,0,33500.4,3,-1.000000000000000,2,34469,12492,13961,143,1400000US47157020622,47,157,020622,206.22,Tract,1.953000000000000,54661312.0000000,126,1400000US47157020622,47157020622.000000000000000,"Census Tract 206.22, Shelby County, Tennessee",3919,331,53000,70293,26749.383197540413676,44557336.299977764487267
362,32,0,33500.4,3,-1.000000000000000,2,34469,12492,13961,148,1400000US47157020643,47,157,020643,206.43,Tract,2.904000000000000,81423192.0000000,132,1400000US47157020643,47157020643.000000000000000,"Census Tract 206.43, Shelby County, Tennessee",8424,446,91786,101567,9211.267942423146451,2891938.825570274144411
363,32,0,33500.4,3,-1.000000000000000,2,34469,12492,13961,150,1400000US47157020651,47,157,020651,206.51,Tract,1.802000000000000,50039660.0000000,134,1400000US47157020651,47157020651.000000000000000,"Census Tract 206.51, Shelby County, Tennessee",7415,718,60679,67822,15838.833657340306672,11070204.530679807066917
364,32,0,33500.4,3,-1.000000000000000,2,34469,12492,13961,158,1400000US47157021111,47,157,021111,211.11,Tract,2.630000000000000,73489008.0000000,144,1400000US47157021111,47157021111.000000000000000,"Census Tract 211.11, Shelby County, Tennessee",4131,330,42194,52367,34577.708162958813773,39460961.468052901327610
365,32,0,33500.4,3,-1.000000000000000,2,34469,12492,13961,160,1400000US47157021121,47,157,021121,211.21,Tract,2.789000000000000,77981440.0000000,147,1400000US47157021121,47157021121.000000000000000,"Census Tract 211.21, Shelby County, Tennessee",5212,545,40107,66090,623.157340128205760,20962.806078898080159
366,32,0,33500.4,3,-1.000000000000000,2,34469,12492,13961,161,1400000US47157021122,47,157,021122,211.22,Tract,1.133000000000000,31538362.0000000,148,1400000US47157021122,47157021122.000000000000000,"Census Tract 211.22, Shelby County, Tennessee",5733,449,44432,51701,16813.657199687524553,11936510.167933067306876
367,32,0,33500.4,3,-1.000000000000000,2,34469,12492,13961,171,1400000US47157021200,47,157,021200,212,Tract,0.879000000000000,24389872.0000000,160,1400000US47157021200,47157021200.000000000000000,"Census Tract 212, Shelby County, Tennessee",3958,235,0,0,21811.768259067146573,16875307.258831985294819
